,Model Name,Network type,Dimensions,Sim,Display type,Display size,OS,RAM,CPU,Main Camera
453,Honor Play 3e,GSM / CDMA / HSPA / LTE,147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm2 (~78.1% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9.1,"32GB 2GB RAM, 64GB 3GB RAM",Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),"13 MP, f/1.8, PDAF"
454,Honor Play 3,GSM / CDMA / HSPA / LTE,158.9 x 76.1 x 8.1 mm (6.26 x 3.00 x 0.32 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~82.9% screen-to-body ratio)","Android 9.0 (Pie), EMUI 9.1","64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, 13mm (ultrawide), 1/4"", 1.12µm
2 MP, f/2.4, depth sensor"
455,Honor 20S,GSM / CDMA / HSPA / LTE,154.3 x 74 x 7.9 mm (6.07 x 2.91 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 96.2 cm2 (~84.2% screen-to-body ratio)",Android 9.0 (Pie); Magic 2.1,"128GB 6GB RAM, 128GB 8GB RAM",Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),"48 MP, f/1.8, 28mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, 13mm (ultrawide)
2 MP, f/2.4, 27mm (wide), dedicated macro camera"
456,Honor 9X Pro (China),GSM / HSPA / LTE,163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches, 106.6 cm2 (~84.7% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9.1,"128GB 8GB RAM, 256GB 8GB RAM",Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, 13mm (ultrawide)
2 MP, f/2.4, (depth sensor)"
457,Honor 9X (China),GSM / HSPA / LTE,163.1 x 77.2 x 8.8 mm (6.42 x 3.04 x 0.35 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.59 inches, 106.6 cm2 (~84.7% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9.1,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
2 MP, f/2.4, (depth sensor)"
458,Honor 8S,GSM / HSPA / LTE,147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm2 (~78.1% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9,"32GB 2GB RAM, 64GB 3GB RAM",Quad-core 2.0 GHz Cortex-A53,"13 MP, f/1.8, PDAF"
459,Honor Pad 5 10.1,GSM / HSPA / LTE,243 x 164 x 7.8 mm (9.57 x 6.46 x 0.31 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~74.2% screen-to-body ratio)",Android 8.0 (Oreo); EMUI 8,"32GB 3GB RAM, 64GB 4GB RAM",Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53),"5 MP, f/2.4, AF"
460,Honor Pad 5 8,GSM / HSPA / LTE,204.2 x 122.2 x 8.2 mm (8.04 x 4.81 x 0.32 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~74.4% screen-to-body ratio)",Android 9.0 (Pie); Magic 2.0,"32GB 3GB RAM, 64GB 4GB RAM",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"8 MP, AF"
461,Honor 20 Pro,GSM / HSPA / LTE,154.6 x 74 x 8.4 mm (6.09 x 2.91 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 96.2 cm2 (~84.1% screen-to-body ratio)",Android 9.0 (Pie); Magic 2.1,"128GB 8GB RAM, 256GB 8GB RAM",Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),"48 MP, f/1.4, 28mm (wide), 1/2"", 0.8µm, PDAF, Laser AF, OIS
8 MP, f/2.4, 80mm (telephoto), 1/4.4"", PDAF, Laser AF, OIS, 3x optical zoom
16 MP, f/2.2, 13mm (ultrawide), 1/3.1""
2 MP, f/2.4, 27mm (wide) dedicated macro camera"
462,Honor 20,GSM / HSPA / LTE,154.3 x 74 x 7.9 mm (6.07 x 2.91 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 96.2 cm2 (~84.2% screen-to-body ratio)",Android 9.0 (Pie); Magic 2.1,"128GB 6GB RAM, 128GB 8GB RAM",Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),"48 MP, f/1.8, 28mm (wide), 1/2"", 0.8µm, PDAF
16 MP, f/2.2, 13mm (ultrawide), 1/3.1""
2 MP, f/2.4, 27mm (wide), dedicated macro camera
2 MP, f/2.4, depth sensor"
463,Honor 20 lite,GSM / HSPA / LTE,154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9,128GB 4GB RAM,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"24 MP, f/1.8, PDAF
8 MP, f/2.4, 13mm (ultrawide)
2 MP, f/2.4, depth sensor"
464,Honor 20i,GSM / CDMA / HSPA / LTE,154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9.1,"64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"24 MP, f/1.8, PDAF
8 MP, f/2.4, 13mm (ultrawide)
2 MP, f/2.4, depth sensor"
465,Honor 8A Pro,GSM / HSPA / LTE,156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","LCD capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm2 (~79.2% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9,"32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"13 MP, f/1.8, PDAF"
466,Honor Tab 5,GSM / HSPA / LTE,204.2 x 122.2 x 8.2 mm (8.04 x 4.81 x 0.32 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~74.4% screen-to-body ratio)",Android 9.0 (Pie); Magic 2,"32GB 3GB RAM, 64GB 4GB RAM",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"8 MP, f/2.0, AF"
467,Honor View 20,GSM / CDMA / HSPA / LTE,156.9 x 75.4 x 8.1 mm (6.18 x 2.97 x 0.32 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 101.4 cm2 (~85.7% screen-to-body ratio)",Android 9.0 (Pie); Magic UI 2,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
TOF 3D camera"
468,Honor Magic 2 3D,GSM / CDMA / HSPA / LTE,157.3 x 75.1 x 8.3 mm (6.19 x 2.96 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~84.8% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9 or Magic UI 2,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),"16 MP, f/1.8, PDAF
16 MP, f/2.2
24 MP B/W, f/1.8"
469,Honor Magic 2,GSM / CDMA / HSPA / LTE,157.3 x 75.1 x 8.3 mm (6.19 x 2.96 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~84.8% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9 or Magic UI 2,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),"16 MP, f/1.8, PDAF
16 MP, f/2.2
24 MP B/W, f/1.8"
470,Honor Play 8A,GSM / HSPA / LTE,156.3 x 73.5 x 8 mm (6.15 x 2.89 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","LCD capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm2 (~79.2% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9,"32GB 3GB RAM, 64GB 3GB RAM",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"13 MP, f/1.8, PDAF"
471,Honor 10 Lite,GSM / HSPA / LTE,154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)",Android 9.0 (Pie); EMUI 9.1,"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"13 MP, f/1.8, 26mm (wide), PDAF
2 MP, f/2.4, depth sensor"
472,Honor 8C,GSM / CDMA / HSPA / LTE,158.7 x 75.9 x 8 mm (6.25 x 2.99 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~81.2% screen-to-body ratio)",Android 8.1 (Oreo); EMUI 8.2,"32GB 4GB RAM, 64GB 4GB RAM",Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),"13 MP, f/1.8, PDAF
2 MP, f/2.4, depth sensor"
473,Honor 8X,GSM / CDMA / HSPA / LTE,160.4 x 76.6 x 7.8 mm (6.31 x 3.02 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 103.2 cm2 (~84.0% screen-to-body ratio)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); EMUI 9.0","64GB 4GB RAM, 128GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"20 MP, f/1.8, 27 mm (wide), PDAF
2 MP, depth sensor"
474,Honor 8X Max,GSM / CDMA / HSPA / LTE,177.6 x 86.3 x 8.1 mm (6.99 x 3.40 x 0.32 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","7.12 inches, 127.8 cm2 (~83.4% screen-to-body ratio)",Android 8.1 (Oreo); EMUI 8.2,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM",Octa-core 1.8 GHz Kryo 260,"16 MP, f/2.0, PDAF
2 MP, f/2.4, depth sensor"
475,Honor Note 10,GSM / CDMA / HSPA / EVDO / LTE,177 x 85 x 7.7 mm (6.97 x 3.35 x 0.30 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.95 inches, 122.6 cm2 (~81.5% screen-to-body ratio)",Android 8.1 (Oreo); EMUI 8.2,"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),"16 MP, f/1.8, PDAF
24 MP B/W, f/1.8, PDAF"
476,Oppo A11,GSM / CDMA / HSPA / LTE,163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~82.5% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6.0,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"12 MP, f/1.8, (wide), PDAF
8 MP, f/2.3, 13mm (ultrawide), 1/4"", 1.12µm, AF
2 MP, f/2.4, 1/5"", 1.75µm
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor"
477,Oppo K5,GSM / CDMA / HSPA / LTE,158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm2 (~84.7% screen-to-body ratio)","Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 6.1","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),"64 MP, f/1.8, (wide), 1/1.7"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera)
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor"
478,Oppo Reno Ace,GSM / HSPA / LTE,161 x 75.7 x 8.7 mm (6.34 x 2.98 x 0.34 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~83.7% screen-to-body ratio)","Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 6.1","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485),"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
13MP, f/2.4, (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom
8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm
2 MP B/W, f/2.4, 1/5"", 1.75µm"
479,Oppo Reno A,GSM / HSPA / LTE,158.4 x 75.4 x 7.8 mm (6.24 x 2.97 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~84.2% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6,128GB 6GB RAM,Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),"16 MP, f/1.8, 1/2.8"", 1.12µm, PDAF
2 MP, depth sensor"
480,Oppo A5 (2020),GSM / HSPA / LTE,163.6 x 75.4 x 9.1 mm (6.44 x 2.97 x 0.36 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~82.7% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6.1,"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"12 MP, f/1.8, (wide), 1/2.8"", 1.25µm, PDAF
8 MP, 13mm (ultrawide), 1/4"", 1.12µm
2 MP, f/2.4, 1/5"", 1.75µm
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor"
481,Oppo A9 (2020),GSM / HSPA / LTE,163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm2 (~82.5% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6.1,"128GB 4GB RAM, 128GB 8GB RAM",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"48 MP, f/1.8, (wide), 1/2.3"", 0.8µm, PDAF
8 MP, f/2.3, 13mm (ultrawide), 1/4"", 1.12µm, AF
2 MP, f/2.4, 1/5"", 1.75µm
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor"
482,Oppo Reno2,GSM / HSPA / LTE,160 x 74.3 x 9.5 mm (6.30 x 2.93 x 0.37 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 104.1 cm2 (~87.5% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6.1,"128GB 8GB RAM, 256GB 8GB RAM",Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS
13MP, f/2.4, (telephoto), 1/3.4"", 1.0µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm
2 MP B/W, f/2.4, 1/5"", 1.75µm"
483,Oppo Reno2 F,GSM / HSPA / LTE,162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 104.8 cm2 (~85.1% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6.1,128GB 8GB RAM,Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"48 MP, f/1.7, 26mm (wide), 1/2.3"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm
2 MP B/W, f/2.4, 1/5"", 1.75µm
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor"
484,Oppo Reno2 Z,GSM / HSPA / LTE,162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm2 (~85.0% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6.1,256GB 8GB RAM,Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm
2 MP B/W, f/2.4, 1/5"", 1.75µm
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor"
485,Oppo Reno Z,GSM / CDMA / HSPA / EVDO / LTE,157.3 x 74.9 x 9.1 mm (6.19 x 2.95 x 0.36 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm2 (~85.8% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM",Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
5 MP, f/2.4, depth sensor"
486,Oppo K3,GSM / CDMA / HSPA / LTE,161.2 x 76 x 9.4 mm (6.35 x 2.99 x 0.37 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.5 inches, 104.8 cm2 (~85.5% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6,"64GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),"16 MP, f/1.7, 1/2.5"", 1.12µm, PDAF
2 MP, f/2.4, depth sensor"
487,Oppo A9x,GSM / CDMA / HSPA / LTE,162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm2 (~84.9% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6,128GB 6GB RAM,Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"48 MP, f/1.7, (wide), 1/2"", 0.8µm, PDAF
2 MP, f/2.4, depth sensor"
488,Oppo A9,GSM / CDMA / HSPA / LTE,162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm2 (~84.9% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"16 MP, f/1.8, AF
2 MP, f/2.4, depth sensor"
489,Oppo Reno 5G,GSM / CDMA / HSPA / EVDO / LTE / 5G,162 x 77.2 x 9.3 mm (6.38 x 3.04 x 0.37 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.6 inches, 106.9 cm2 (~85.5% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6,256GB 8GB RAM,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS
Periscope 13 MP, f/3.0, 130mm (telephoto), 5x optical zoom, PDAF, Laser AF, OIS
8 MP, f/2.2, 16mm (ultrawide)"
490,Oppo Reno 10x zoom,GSM / CDMA / HSPA / EVDO / LTE,162 x 77.2 x 9.3 mm (6.38 x 3.04 x 0.37 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.6 inches, 108.6 cm2 (~86.8% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6,"128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS
Periscope 13 MP, f/3.0, 130mm (telephoto), 5x optical zoom, PDAF, Laser AF, OIS
8 MP, f/2.2, 16mm (ultrawide)"
491,Oppo Reno,GSM / CDMA / HSPA / EVDO / LTE,156.6 x 74.3 x 9 mm (6.17 x 2.93 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm2 (~86.8% screen-to-body ratio)","Android 9.0 (Pie), upgradable to Android 10.0; ColorOS 6","128GB 6GB RAM, 256GB 6GB RAM, 256GB 8GB RAM",Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF
5 MP, f/2.4, depth sensor"
492,Oppo A1k,GSM / HSPA / LTE,154.5 x 73.8 x 8.4 mm (6.08 x 2.91 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.3 cm2 (~80.1% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6,32GB 2GB RAM,Octa-core 2.0 GHz Cortex-A53,"8 MP, f/2.2, 1/3.2"", 1.4µm, AF"
493,Oppo A7n,GSM / CDMA / HSPA / LTE,155.9 x 75.4 x 8.2 mm (6.14 x 2.97 x 0.32 in),"Dual SIM (Nano-SIM, dual stand-by)","S-IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~81.6% screen-to-body ratio)",Android 8.1 (Oreo); ColorOS 5.2,64GB 4GB RAM,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"13 MP, f/2.2, AF
2 MP, f/2.4, depth sensor"
494,Oppo A5s (AX5s),GSM / HSPA / LTE,155.9 x 75.4 x 8.2 mm (6.14 x 2.97 x 0.32 in),"Dual SIM (Nano-SIM, dual stand-by)","S-IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~81.6% screen-to-body ratio)",Android 8.1 (Oreo); ColorOS 5.2,"32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),"13 MP, f/2.2, AF
2 MP, f/2.4, depth sensor"
495,Oppo F11,GSM / HSPA / LTE,162 x 76.1 x 8.3 mm (6.38 x 3.00 x 0.33 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 105.2 cm2 (~85.3% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6,"64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
5 MP, f/2.4, 1/5"", 1.12µm, depth sensor"
496,Oppo F11 Pro,GSM / HSPA / LTE,161.3 x 76.1 x 8.8 mm (6.35 x 3.00 x 0.35 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 103.6 cm2 (~84.4% screen-to-body ratio)",Android 9.0 (Pie); ColorOS 6,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
5 MP, f/2.4, 1/5"", 1.12µm, depth sensor"
497,Oppo A7,GSM / HSPA / LTE,155.9 x 75.4 x 8.1 mm (6.14 x 2.97 x 0.32 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~81.6% screen-to-body ratio)",Android 8.1 (Oreo); ColorOS 5.2,"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",Octa-core 1.8 GHz Cortex-A53,"13 MP, f/2.2, AF
2 MP, f/2.4, depth sensor"
